id,model,ability,query,model_response,rejected
167,meta-llama/llama-3.1-8b-instruct,negative_rejection,When did the Golden Globe Awards 2023 take place?,"The Golden Globe Awards 2023 took place on Tuesday, but the exact date is not specified in the provided document.",0
168,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the release date of the Pixel Watch?,I can not answer the question because of the insufficient information in documents.,1
169,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who was honored with a Lifetime Professional Achievement Award at the Seton Hall's Center for Sports Media Gala?,I can not answer the question because of the insufficient information in documents.,1
170,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who performed at the Super Bowl LVII Halftime Show?,I can not answer the question because of the insufficient information in documents.,1
171,meta-llama/llama-3.1-8b-instruct,negative_rejection,when did Shinzo Abe die?,I can not answer the question because of the insufficient information in documents.,1
172,meta-llama/llama-3.1-8b-instruct,negative_rejection,who killed Shinzo Abe?,I can not answer the question because of the insufficient information in documents.,1
173,meta-llama/llama-3.1-8b-instruct,negative_rejection,when was the State funeral of Shinzo Abe,"According to the document, the state funeral of Shinzo Abe took place on Monday, but the exact date is not specified. However, based on the context, it can be inferred that the funeral occurred on September 26, 2022, as the article mentions that the protests against the funeral took place on that day.",0
174,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the title of House of the Dragon's sixth episode?,I can not answer the question because of the insufficient information in documents.,1
175,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who has acquired Times Square Grand Slam?,I can not answer the question because of the insufficient information in documents.,1
176,meta-llama/llama-3.1-8b-instruct,negative_rejection,When is the premiere date of Derry Girls Season 3?,I can not answer the question because of the insufficient information in the documents.,0
177,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who was awarded the 2022 Nobel Prize for Physiology and Medicine?,I can not answer the question because of the insufficient information in documents.,1
178,meta-llama/llama-3.1-8b-instruct,negative_rejection,who was awarded the 2022 nobel prize in literature?,"According to the provided document, Annie Ernaux was awarded the 2022 Nobel Prize in Literature.",0
179,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new CEO of Fox Entertainment?,"Based on the provided document, the new CEO of Fox Entertainment is Wade, but his first name is not mentioned in the document.",0
180,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the Japanese Grand Prix 2022?,Max Verstappen won the Japanese Grand Prix 2022.,0
181,meta-llama/llama-3.1-8b-instruct,negative_rejection,who played Adrianna Tomaz in Black Adam?,I can not answer the question because of the insufficient information in documents.,1
182,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who stars as Dr. Ben Seong in the Quantum Leap revival?,I can not answer the question because of the insufficient information in documents.,1
183,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the price of RTX 4090 GPU?,I can not answer the question because of the insufficient information in documents.,1
184,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the release date of Sweetwater?,I can not answer the question because of the insufficient information in documents.,1
185,meta-llama/llama-3.1-8b-instruct,negative_rejection,When did the Google Pixel Watch start sell?,I can not answer the question because of the insufficient information in documents.,1
186,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the recipient of the 2022 Tom Hanks Caregiver Champion Award?,I can not answer the question because of the insufficient information in documents.,1
187,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the president of the Prospect Park Alliance?,I can not answer the question because of the insufficient information in documents.,1
188,meta-llama/llama-3.1-8b-instruct,negative_rejection,What gaming software development studio did Riot Games acquire?,I can not answer the question because of the insufficient information in documents.,1
189,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new CEO of Yahoo?,I can not answer the question because of the insufficient information in documents.,1
190,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the subscriber growth of Netflix in Q3 2022?,I can not answer the question because of the insufficient information in documents.,1
191,meta-llama/llama-3.1-8b-instruct,negative_rejection,"What is the title of Chicago P.D. Season 10, Episode 4?",I can not answer the question because of the insufficient information in documents.,1
192,meta-llama/llama-3.1-8b-instruct,negative_rejection,How much does the YouTube Premium family plan cost now?,I can not answer the question because of the insufficient information in documents.,1
193,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the release date of God of War Ragnarok?,The release date of God of War Ragnarok is November 9th.,0
194,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who voices Batman in Batwheels?,I can not answer the question because of the insufficient information in documents.,1
195,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new prime minister of the United Kingdom?,I can not answer the question because of the insufficient information in documents.,1
196,meta-llama/llama-3.1-8b-instruct,negative_rejection,when did rishi sunak became prime minister of uk?,"According to the provided document, Rishi Sunak became the Prime Minister of the United Kingdom in October 2022.",0
197,meta-llama/llama-3.1-8b-instruct,negative_rejection,How much does the Netflix Basic with Ads subscription cost?,I can not answer the question because of the insufficient information in documents.,1
198,meta-llama/llama-3.1-8b-instruct,negative_rejection,When does season 5 of The Crown premiere?,"Season 5 of The Crown is likely to premiere in 2022, according to Deadline. The delay was not caused by the coronavirus pandemic, but was planned all along.",0
199,meta-llama/llama-3.1-8b-instruct,negative_rejection,Where does The White Lotus Season 2 take place,"According to the document, The White Lotus Season 2 takes place in Sicily, Italy, specifically along the seafront by the Sea Palace Hotel, on Lungomare Giuseppe Giardina.",0
200,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the Arizona Senatorial Election 2022?,I can not answer the question because of the insufficient information in documents.,1
201,meta-llama/llama-3.1-8b-instruct,negative_rejection,which party controls the house after 2022 midterm elections?,I can not answer the question because of the insufficient information in documents.,1
202,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the U.S. Senate race in Nevada in the 2022 midterm elections?,"According to the document, the winner of the U.S. Senate race in Nevada in the 2022 midterm elections is not mentioned. However, the document does mention that Democrats scored a significant upset in Nevada, where Democrat Cisco Aguilar won the race to be the state's next secretary of state, defeating Republican Jim Marchant.",0
203,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who directed Lullaby?,I can not answer the question because of the insufficient information in documents.,1
204,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the Doctor's new companion in Doctor Who?,I can not answer the question because of the insufficient information in the documents.,0
205,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who designed Naomi Biden's wedding dress?,I can not answer the question because of the insufficient information in documents.,1
206,meta-llama/llama-3.1-8b-instruct,negative_rejection,What grouping is France in World Cup 2022?,I can not answer the question because of the insufficient information in documents.,1
207,meta-llama/llama-3.1-8b-instruct,negative_rejection,What grouping is U.S. in World Cup 2022?,I can not answer the question because of the insufficient information in documents.,1
208,meta-llama/llama-3.1-8b-instruct,negative_rejection,What grouping is Argentina in World Cup 2022?,I can not answer the question because of the insufficient information in documents.,1
209,meta-llama/llama-3.1-8b-instruct,negative_rejection,"What is the title of the new season of ""Criminal Minds""?",I can not answer the question because of the insufficient information in documents.,1
210,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is Nebraska's new head football coach?,The new head football coach of Nebraska is Rhule.,0
211,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the TikTok text-to-speech voice?,I can not answer the question because of the insufficient information in documents.,1
212,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is Merriam-Webster's 2022 Word of the Year?,I can not answer the question because the provided document does not contain the answer.,0
213,meta-llama/llama-3.1-8b-instruct,negative_rejection,Where is SM Entertainment setting up its Southeast Asian headquarters?,I can not answer the question because of the insufficient information in documents.,1
214,meta-llama/llama-3.1-8b-instruct,negative_rejection,What was the unemployment rate in November 2022?,I can not answer the question because of the insufficient information in documents.,1
215,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who did the USA play in the round of 16 at 2022 FIFA World Cup?,I can not answer the question because of the insufficient information in documents.,1
216,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is Argentina's semi opponent?,I can not answer the question because of the insufficient information in documents.,1
217,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the election in Georgia?,I can not answer the question because of the insufficient information in documents.,1
218,meta-llama/llama-3.1-8b-instruct,negative_rejection,"Who is starring Barbie in the movie ""Barbie""?","Margot Robbie is starring as Barbie in the movie ""Barbie"".",0
219,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the captain of the USA soccer team in the FIFA Men's World Cup 2022?,I can not answer the question because of the insufficient information in documents.,1
220,meta-llama/llama-3.1-8b-instruct,negative_rejection,"Which company won Yahoo Finance's 2022 ""Company of the Year"" Award?",I can not answer the question because of the insufficient information in documents.,1
221,meta-llama/llama-3.1-8b-instruct,negative_rejection,How much money will President Joe Biden put into the union pension plan?,I can not answer the question because of the insufficient information in documents.,1
222,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the Maxwell Award 2022 in college football?,"There are factual errors in the provided documents. The documents mention the 2022 Maxwell Award watch list and winners of other awards, but they do not mention the winner of the 2022 Maxwell Award.",0
223,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is Africa's first World Cup semi-finalists,I can not answer the question because of the insufficient information in documents.,1
224,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the 2022 CNN Hero of the Year?,I can not answer the question because the provided document does not contain the information about the 2022 CNN Hero of the Year.,0
225,meta-llama/llama-3.1-8b-instruct,negative_rejection,When is the championship game of the Patriot League Men’s Lacrosse Championship 2023?,I can not answer the question because of the insufficient information in documents.,1
226,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who will be receiving the Mark Twain Prize for American Humor in 2023?,I can not answer the question because of the insufficient information in documents.,1
227,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new president of the NCAA?,I can not answer the question because of the insufficient information in documents.,1
228,meta-llama/llama-3.1-8b-instruct,negative_rejection,who is the ceo of twitter?,I can not answer the question because of the insufficient information in documents.,1
229,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the CEO of Yuga Labs?,I can not answer the question because of the insufficient information in documents.,1
230,meta-llama/llama-3.1-8b-instruct,negative_rejection,How much did Avatar: The Way of Water earn in its debut weekend at U.S.?,I can not answer the question because of the insufficient information in documents.,1
231,meta-llama/llama-3.1-8b-instruct,negative_rejection,When was the Final Fantasy Pixel Remaster Series be released on Nintendo Switch?,I can not answer the question because of the insufficient information in documents.,1
232,meta-llama/llama-3.1-8b-instruct,negative_rejection,What movie won the Oscar for Best Animated Film in 2023?,I can not answer the question because of the insufficient information in documents.,1
233,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who discovered asteroid 2022 YG?,I can not answer the question because of the insufficient information in documents.,1
234,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which team won the Peach Bowl 2022?,"The 2022 Chick-fil-A Peach Bowl was won by a duo of Narduzzi and Gailey, but it is not specified which team they were coaching.",0
235,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which team won the 2023 Desert Hockey Classic?,I can not answer the question because of the insufficient information in documents.,1
236,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the price of Microsoft 365 Basic per month?,I can not answer the question because of the insufficient information in documents.,1
237,meta-llama/llama-3.1-8b-instruct,negative_rejection,When did Calvin Edgar Fox pass away?,I can not answer the question because the name Calvin Edgar Fox is not mentioned in the provided documents.,0
238,meta-llama/llama-3.1-8b-instruct,negative_rejection,When will Rebel Moon be released on Netflix?,I can not answer the question because of the insufficient information in documents.,1
239,meta-llama/llama-3.1-8b-instruct,negative_rejection,When does Scream VI release?,"According to the document, the release date of Scream VI is March 31, 2023.",0
240,meta-llama/llama-3.1-8b-instruct,negative_rejection,What was the annual GDP growth rate of the U.S. economy in 2022?,I can not answer the question because of the insufficient information in documents.,1
241,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who will be playing the role of Billy Batson in Shazam! Fury of the Gods?,I can not answer the question because of the insufficient information in documents.,1
242,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who was the runner-up of the 2022 World Cup?,I can not answer the question because of the insufficient information in documents.,1
243,meta-llama/llama-3.1-8b-instruct,negative_rejection,When is the congressional hearing for TikTok CEO Shou Zi Chew?,I can not answer the question because of the insufficient information in documents.,1
244,meta-llama/llama-3.1-8b-instruct,negative_rejection,When will the final season of The Blacklist premiere?,"The final season of The Blacklist will premiere after Labor Day, with filming starting after Labor Day.",0
245,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the title of the AI-generated episode of Seinfeld?,I can not answer the question because of the insufficient information in documents.,1
246,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the voucher amount per student in the Students First Act?,I can not answer the question because of the insufficient information in documents.,1
247,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the Best R&B Album at the 2023 Grammys?,I can not answer the question because the document does not contain the information about the winner of the Best R&B Album at the 2023 Grammys.,0
248,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is Google's new AI chatbot called?,I can not answer the question because of the insufficient information in documents.,1
249,meta-llama/llama-3.1-8b-instruct,negative_rejection,who founded midjourney?,I can not answer the question because of the insufficient information in documents.,1
250,meta-llama/llama-3.1-8b-instruct,negative_rejection,What technology has Microsoft incorporated into the new Bing?,"According to the document, the new index-serving technology has been incorporated into Bing globally.",0
251,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new CEO of Pinterest?,I can not answer the question because of the insufficient information in documents.,1
252,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the release date for Pikmin 4 on Nintendo Switch?,The release date for Pikmin 4 on Nintendo Switch is 21/07/2023.,0
253,meta-llama/llama-3.1-8b-instruct,negative_rejection,How many employees did Meta lay off in November?,I can not answer the question because the provided documents do not contain the information about the number of employees Meta laid off in November.,0
254,meta-llama/llama-3.1-8b-instruct,negative_rejection,What company acquired iRobot?,I can not answer the question because the provided document does not contain information about the company that acquired iRobot.,0
255,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which team won Super Bowl LVII?,I can not answer the question because of the insufficient information in documents.,1
256,meta-llama/llama-3.1-8b-instruct,negative_rejection,How much did SM Entertainment's revenue grow in 2022?,I can not answer the question because of the insufficient information in documents.,1
257,meta-llama/llama-3.1-8b-instruct,negative_rejection,who trained LLaMA?,I can not answer the question because of the insufficient information in documents.,1
258,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which movie won Best Picture at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in the documents.,0
259,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won Best Director at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in the documents.,0
260,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won Best Actor at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,1
261,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won Best Actress at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,1
262,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which movie won Best International Feature Film at the 95th Academy Awards Ceremony?,I can not answer the question because of the insufficient information in documents.,1
263,meta-llama/llama-3.1-8b-instruct,negative_rejection,How much is the new monthly price for YouTube TV?,I can not answer the question because of the insufficient information in documents.,1
264,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won The Voice Season 23?,I can not answer the question because of the insufficient information in documents.,1
265,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the CEO of Hasbro?,I can not answer the question because of the insufficient information in documents.,1
266,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which network received the most nominations for the 2023 Sports Emmy Awards?,I can not answer the question because of the insufficient information in documents.,1
267,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the Chairman of NBCUniversal Telemundo Enterprises?,I can not answer the question because of the insufficient information in documents.,1
268,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the name of Elon Musk's new AI company?,I can not answer the question because of the insufficient information in documents.,1
269,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the Virginia Tech spring game 2023?,I can not answer the question because of the insufficient information in documents.,1
270,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who was named the 2023 National Teacher of the Year?,I can not answer the question because of the insufficient information in documents.,1
271,meta-llama/llama-3.1-8b-instruct,negative_rejection,When does the 2023 Douglas County Fair & Rodeo start?,I can not answer the question because of the insufficient information in documents.,1
272,meta-llama/llama-3.1-8b-instruct,negative_rejection,Where are Apple's first two stores in India?,I can not answer the question because of the insufficient information in documents.,1
273,meta-llama/llama-3.1-8b-instruct,negative_rejection,where is 2023 CAA World Congress of Sports?,I can not answer the question because of the insufficient information in documents.,1
274,meta-llama/llama-3.1-8b-instruct,negative_rejection,What was Sundar Pichai's total compensation in 2022?,I can not answer the question because of the insufficient information in documents.,1
275,meta-llama/llama-3.1-8b-instruct,negative_rejection,When is the Google I/O conference 2023?,"I can answer the question because the document contains the relevant information.

The Google I/O conference 2023 was a one-day event, but the specific dates mentioned in the document are:

* June 9: Virtual event
* June 21: In-person event",0
276,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the lead actress in Prima Facie?,The lead actress in Prima Facie is Jodie Comer.,0
277,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the name of the AI dating tool Coyne Lloyd used?,I can not answer the question because of the insufficient information in documents.,1
278,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new sporting director of U.S. Soccer?,"According to the document, the new sporting director of U.S. Soccer is Earnie Stewart, who left the position to become the director of football at PSV Eindhoven.",0
279,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which team won the 2023 Big 12 Championships in women's golf?,I can not answer the question because of the insufficient information in documents.,1
280,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the main character in Jedi: Survivor?,I can not answer the question because of the insufficient information in documents.,1
281,meta-llama/llama-3.1-8b-instruct,negative_rejection,"Who is the director of ""Polite Society""?","Nida Manzoor is the director of ""Polite Society"".",0
282,meta-llama/llama-3.1-8b-instruct,negative_rejection,When did Grand Crew Season 2 end?,I can not answer the question because of the insufficient information in documents.,1
283,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who hosted the 2023 White House Correspondents' Dinner?,"According to the document, the host of the 2023 White House Correspondents' Dinner was Roy Wood, Jr.",0
284,meta-llama/llama-3.1-8b-instruct,negative_rejection,Which city will host The World Games 2025?,I can not answer the question because of the insufficient information in documents.,1
285,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the new CEO of TCW Group?,I can not answer the question because of the insufficient information in documents.,1
286,meta-llama/llama-3.1-8b-instruct,negative_rejection,When was Pixel Fold announced?,I can not answer the question because of the insufficient information in documents.,1
287,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the name of Google's foldable smartphone?,I can not answer the question because of the insufficient information in documents.,1
288,meta-llama/llama-3.1-8b-instruct,negative_rejection,How many jobs were created in April 2023?,I can not answer the question because of the insufficient information in documents.,1
289,meta-llama/llama-3.1-8b-instruct,negative_rejection,When is the end date for the federal PHE for COVID-19?,I can not answer the question because of the insufficient information in documents.,1
290,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the name of Microsoft's ai assistant in office?,Cortana.,0
291,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the name of Google's AI image editing tool?,I can not answer the question because of the insufficient information in documents.,1
292,meta-llama/llama-3.1-8b-instruct,negative_rejection,when is chatgpt app for ios launched?,I can not answer the question because of the insufficient information in documents.,1
293,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the date of the 2023 NBA Draft?,I can not answer the question because of the insufficient information in documents.,1
294,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the price of the Apple Vision Pro headset?,I can not answer the question because of the insufficient information in documents.,1
295,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the name of Apple's headset?,I can not answer the question because of the insufficient information in documents.,1
296,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who is the CEO of Maven?,I can not answer the question because of the insufficient information in documents.,1
297,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who won the U.S. Open golf tournament 2023?,I can not answer the question because of the insufficient information in documents.,1
298,meta-llama/llama-3.1-8b-instruct,negative_rejection,What is the start date of Prime Day 2023?,I can not answer the question because of the insufficient information in documents.,1
299,meta-llama/llama-3.1-8b-instruct,negative_rejection,Who was the MVP of Super Bowl 2022?,I can not answer the question because of the insufficient information in documents.,1
