idx,question,our_relevance,our_utilization,our_completeness,our_adherence,ref_relevance,ref_utilization,ref_completeness,ref_adherence
230,What is an example of this?,0.2222,0.0556,0.25,1,0.16666666666666666,0.1111111111111111,0.6666666666666666,1
231,What is the conclusion of this report?,0.5,1.0,1.0,0,0.375,0.125,0.3333333333333333,1
232,What are juvenile DCs more often positive for?,0.7895,0.0526,0.0667,1,0.05263157894736842,0.05263157894736842,1.0,1
233,What is predicted these efforts on neo-virology will unlock?,0.3125,0.0625,0.2,1,0.25,0.0625,0.25,1
234,What is the transmission of MERS-CoV is defined as?,0.1875,0.0625,0.3333,1,0.1875,0.0625,0.3333333333333333,1
235,Precisely how does the virus transmit to humans?,0.4737,0.4211,0.8889,0,0.2631578947368421,0.21052631578947367,0.8,1
236,Did the Spanish Influenza or Swine flu or the H1N1 virus disappear in humans for some time?,0.3,0.25,0.8333,0,0.15,0.1,0.6666666666666666,0
237,What happens  during the replication process?,0.7778,0.3889,0.5,0,0.4444444444444444,0.5,1.0,1
238,What does the  study show?,0.6316,0.4737,0.6667,0,0.631578947368421,0.47368421052631576,0.75,1
239,What is the regularity of the virion major coat protein lattice useful for?,0.3684,0.3684,1.0,0,0.3157894736842105,0.10526315789473684,0.3333333333333333,1
240,In vitro comparison of antiviral activity of Chloroquine(CQ) and Hydroxychloroquine(HCQ) against COV,0.3158,0.2105,0.3333,0,0.5789473684210527,0.10526315789473684,0.18181818181818182,1
241,What is a conclusion of this report?,0.5,0.375,0.5,0,0.125,0.125,1.0,1
242,What are the results of filamentous phage immunizations in mice?,0.3333,0.2222,0.3333,0,0.2222222222222222,0.2222222222222222,0.75,1
243,What is marked in green?,0.2105,0.1579,0.75,0,0.10526315789473684,0.10526315789473684,1.0,1
244,How can CCR5's effect in HIV-1 transmission be reduced?,0.5263,0.1053,0.1,0,0.21052631578947367,0.10526315789473684,0.5,0
245,What followed the reverse transcription step in the analysis?,0.2381,0.1429,0.6,0,0.19047619047619047,0.14285714285714285,0.75,1
