exp_id,timestamp,domain,status,embedder,chunk_config,gen_model,judge_model,retrieval,rerank,context_order,k_retrieve,k_final,seed,n_examples,context_relevance,context_utilization,completeness,adherence,ref_context_relevance,ref_context_utilization,ref_completeness,ref_adherence,context_relevance_rmse,context_utilization_rmse,completeness_rmse,adherence_rmse,context_relevance_mae,context_utilization_mae,completeness_mae,adherence_mae,adherence_auroc,adherence_accuracy,adherence_pos_rate,n_gold_adherence,judge_used,runtime_sec
FIN-073,2026-08-06T18:06:41Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.364,0.248,0.5533,0.8297,0.0671,0.0569,0.88,0.84,0.3804,0.3115,0.654,0.4642,0.314,0.2231,0.4867,0.3057,0.381,0.6,0.84,25,0.8,1144.7
FIN-074,2026-08-06T18:24:50Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.37,0.306,0.66,0.8339,0.0671,0.0569,0.88,0.84,0.3612,0.3664,0.5568,0.488,0.3084,0.2696,0.34,0.3032,0.4107,0.72,0.84,25,0.88,1086.2
FIN-076,2026-08-06T18:43:46Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.38,0.288,0.6533,0.8432,0.0671,0.0569,0.88,0.84,0.375,0.3369,0.5457,0.4552,0.3214,0.2515,0.36,0.2946,0.369,0.68,0.84,25,0.88,96.2
FIN-077,2026-08-06T18:50:16Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.354,0.25,0.7067,0.8933,0.0671,0.0569,0.88,0.84,0.3506,0.2708,0.5617,0.4028,0.2955,0.2102,0.3733,0.2267,0.5119,0.84,0.84,25,0.92,386.3
FIN-078,2026-08-06T18:53:25Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.398,0.306,0.7,0.8362,0.0671,0.0569,0.88,0.84,0.3818,0.347,0.5323,0.465,0.3349,0.265,0.34,0.2838,0.4702,0.72,0.84,25,0.92,186.5
FIN-079,2026-08-06T19:05:16Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.404,0.304,0.72,0.8089,0.0671,0.0569,0.88,0.84,0.3747,0.335,0.4989,0.4964,0.3369,0.2557,0.3333,0.3289,0.3571,0.64,0.84,25,0.96,707.7
FIN-080,2026-08-06T19:18:27Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.346,0.282,0.6533,0.826,0.0671,0.0569,0.88,0.84,0.3507,0.3458,0.5812,0.484,0.2941,0.2522,0.3867,0.294,0.4583,0.8,0.84,25,0.84,788.0
FIN-081,2026-08-06T19:34:03Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.366,0.282,0.6067,0.85,0.0671,0.0569,0.88,0.84,0.3646,0.3439,0.6209,0.4752,0.3126,0.2538,0.4333,0.31,0.2857,0.64,0.84,25,0.8,932.8
FIN-082,2026-08-06T19:34:25Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.38,0.288,0.6533,0.8432,0.0671,0.0569,0.88,0.84,0.375,0.3369,0.5457,0.4552,0.3214,0.2515,0.36,0.2946,0.369,0.68,0.84,25,0.88,18.8
FIN-083,2026-08-06T19:34:46Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.354,0.25,0.7067,0.8933,0.0671,0.0569,0.88,0.84,0.3506,0.2708,0.5617,0.4028,0.2955,0.2102,0.3733,0.2267,0.5119,0.84,0.84,25,0.92,18.4
FIN-084,2026-08-06T19:35:09Z,finance,report-grade,bge-small-en-v1.5,fixed_150w,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.398,0.306,0.7,0.8362,0.0671,0.0569,0.88,0.84,0.3818,0.347,0.5323,0.465,0.3349,0.265,0.34,0.2838,0.4702,0.72,0.84,25,0.92,19.4
FIN-085,2026-08-06T19:46:14Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,forward,12,5,42,25,0.1149,0.1017,0.8933,0.7397,0.0671,0.0569,0.88,0.84,0.1105,0.1053,0.3018,0.5311,0.061,0.0516,0.1467,0.3839,0.3274,0.56,0.84,25,0.92,627.5
FIN-086,2026-08-06T20:04:14Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,reverse,12,5,42,25,0.0953,0.0769,0.7267,0.8183,0.0671,0.0569,0.88,0.84,0.0758,0.0852,0.4888,0.4217,0.047,0.0477,0.2733,0.285,0.4762,0.68,0.84,25,0.84,1076.9
FIN-087,2026-08-06T20:17:55Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,none,sides,12,5,42,25,0.0933,0.0851,0.8567,0.7304,0.0671,0.0569,0.88,0.84,0.0592,0.0621,0.3731,0.4913,0.0357,0.0407,0.1767,0.3296,0.5,0.64,0.84,25,0.88,818.0
FIN-088,2026-08-06T20:19:31Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,forward,12,5,42,25,0.1017,0.0874,0.8733,0.8465,0.0671,0.0569,0.88,0.84,0.0875,0.0831,0.3283,0.4795,0.0483,0.0439,0.1667,0.3135,0.2857,0.64,0.84,25,1.0,93.1
FIN-089,2026-08-06T20:29:12Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,reverse,12,5,42,25,0.0873,0.0603,0.64,0.8427,0.0671,0.0569,0.88,0.84,0.0526,0.0683,0.5312,0.4042,0.0335,0.0374,0.3333,0.2533,0.5714,0.76,0.84,25,0.84,578.4
FIN-090,2026-08-06T20:29:45Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,dense,cross_encoder,sides,12,5,42,25,0.0913,0.0751,0.8333,0.8173,0.0671,0.0569,0.88,0.84,0.0627,0.0594,0.4256,0.4636,0.0404,0.0345,0.2467,0.2947,0.4524,0.72,0.84,25,0.96,30.2
FIN-091,2026-08-06T20:48:54Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,forward,12,5,42,25,0.0967,0.0641,0.7467,0.7861,0.0671,0.0569,0.88,0.84,0.0779,0.0418,0.3859,0.4355,0.0412,0.0302,0.2133,0.2939,0.4107,0.72,0.84,25,0.92,1145.2
FIN-092,2026-08-06T21:06:54Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,reverse,12,5,42,25,0.1027,0.0754,0.7827,0.8233,0.0671,0.0569,0.88,0.84,0.0721,0.0615,0.4082,0.4488,0.0419,0.0369,0.2173,0.2967,0.4286,0.64,0.84,25,0.84,1077.2
FIN-093,2026-08-06T21:23:45Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,none,sides,12,5,42,25,0.1055,0.0714,0.71,0.7891,0.0671,0.0569,0.88,0.84,0.0887,0.0622,0.4388,0.4743,0.0448,0.0345,0.25,0.3176,0.4167,0.68,0.84,25,0.88,1007.9
FIN-094,2026-08-06T21:24:07Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,forward,12,5,42,25,0.1017,0.0874,0.8733,0.8465,0.0671,0.0569,0.88,0.84,0.0875,0.0831,0.3283,0.4795,0.0483,0.0439,0.1667,0.3135,0.2857,0.64,0.84,25,1.0,19.5
FIN-095,2026-08-06T21:24:29Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,reverse,12,5,42,25,0.0873,0.0603,0.64,0.8427,0.0671,0.0569,0.88,0.84,0.0526,0.0683,0.5312,0.4042,0.0335,0.0374,0.3333,0.2533,0.5714,0.76,0.84,25,0.84,18.3
FIN-096,2026-08-06T21:24:50Z,finance,report-grade,bge-small-en-v1.5,large_sem_1100,llama-3.3-70b-versatile,openai/gpt-oss-120b,hybrid,cross_encoder,sides,12,5,42,25,0.0913,0.0751,0.8333,0.8173,0.0671,0.0569,0.88,0.84,0.0627,0.0594,0.4256,0.4636,0.0404,0.0345,0.2467,0.2947,0.4524,0.72,0.84,25,0.96,18.7
